1. Events in the passive voice,2. Nominalized events,3. Events in a subordinate clause,4. Events in a condition,5. Events that are counterfactuals,6. Events that are in direct speech,7. Events that are in indirect speech,8. Events that come with a citation,9. Events that are paraphrased,10. Dates,11. Tense of the verbs in the text,12. Aspectual markers of the verbs,13. Events that are in the future and speculative,text,6. Events in direct speech,7. Events in indirect speech,11. Tense of the verbs,12. Aspectual markers,4. Events that are in a condition,"12. Aspectual markers of the verbs"": {""was"
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""",It took five hours to get home. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific aspectual markers""","""no""",Milwaukee resident Wallace wanted to go swimming in the lake.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""Early September""","""Past""","""Simple aspect""","""no""","It was early September, and he donned his swim trunks. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple aspect""","""no""",He drove to the lake and found parking.,,,,,,
"""No""","""No""","""Yes""","""Yes""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""No clear aspectual markers""","""No""",The water was already far too cold for him to swim.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Wallace went home unsatisfied. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Nia loved pizza.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive (was trying)""","""no""",But she was trying to lose weight.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""None""","""no""",She decided to order a healthy pizza.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""","She added lots of veggies, and half the cheese. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Nia 's healthy pizza was delicious! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past Perfect""","""Perfect aspect""","""no""",Bob 's granddaughter had gotten lost.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","He had her now, but she was still afraid.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",He wanted to calm the child 's mind.,,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""yes""","""no""","""yes""",[],"""past""","""progressive (being)""","""no""",He told her a story of being lost for half a day as a child.,,,,,,
"""No""","""No""","""No""","""Yes""","""Yes""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",The story made the girl smile even if it were a lie. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Jill studied all week for her math test.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""simple past""]","""no""",She stayed up studying the cold night before too.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""","The morning of the test, she woke up sick.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific aspectual markers noted""","""no""",But she went to school anyway.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple Aspect""","""No""",Jill 's teacher allowed her to take the test at home. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""progressive (going)""","""no""",I like going to a brewery a few blocks from my house.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","[""perfect""]","""no""",It has a very convenient location for me.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],,"""none""","""no""",It offers free pint glasses on each patron 's first tour.,,,"""present""",,,
"""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""",[],"""present""","""none""","""no""",I have a cabinet full of those pint glasses.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple""","""no""",I simply buy the tour any time I see a new employee. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""none""","""no""","My friend Joe has a son, 16. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""none mentioned""","""past tense""","""no specific markers""","""no""",When his son was 13 he told his dad there was no summer reading.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""",Joe believed his son.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""completed action""","""no""",I went online and found the school did have summer reading.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""","Joe told his son to do the reading, plus one book.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],,"""simple aspect""","""no""",Jordan went to the circus.,,,"""past""",,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple""","""no""","Upon arrival, Jordan met a clown with a red nose. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past tense""","""simple aspect""","""no""",The clown asked Jordan for a hug.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""",Jordan refused because she was afraid of the clown 's red nose.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Jordan never returned to the circus after this experience. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",I was talking to my neighbor this morning.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""present""","""progressive (going around)""","""no""",He said that there is a loose cat going around the neighborhood.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""yes""",[],"""past""",,"""no""","I told him that I thought I saw it, also. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","When I went back inside, I heard a small   meow  . ",,,,,,
,,,,,,,,,,,,,The cat had been following me and got inside my house. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",Julie was struggling in Calculus.,,,,,,
"""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""yes""",She needed a C on the final exam to pass the class.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She studied for many hours.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""","When she sat down to take the exam, her mind went blank. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers""","""no""",She failed the exam and the class. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple""","""no""",Barry is very tall.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",His feet hung off his bed.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","One day, Barry bought a very long bed. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past simple""","""aspect of completion""","""no""",He slept very well that night.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""future""","""simple""","""yes""",Barry will never sleep in a normal bed again. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Anna needed a new car.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""habitual""","""no""",Her old was was always breaking down.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",So she got a second part - time job.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She saved up her paychecks.,,,,,,
"""no""","""no""","""no""","""no""","""no""",,,"""no""","""no""",[],"""future""","""modal verb ('could')""","""yes""",Soon she could afford a new car! ,"""no""","""no""",,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",Kendall was heading over to the movie theater.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""was excited""","""yes""",He was very excited to see the new Star Wars movie.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",At the theater he found out he did n't have enough money.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""",Someone behind him offered to purchase his ticket.,,,,,,
"""No""","""No""","""Yes""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple Aspect""","""Yes""",Kendall was so happy that a stranger would be so kind. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Matt was on a train with his girlfriend.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""simple""]","""no""",They arrived at their destination and got off the train.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers noted""","""no""","Five minutes later, Matt 's girlfriend realized she forgot her phone.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",They had to drive really far to get her phone.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Matt was annoyed and frustrated with the situation. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""perfective aspect (has wanted)""","""yes""",Javier has always wanted to try instant ramen.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""today""]","""present""","""none""","""yes""",He decides that today is his day to try it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""none""","""no""",He goes to the store to buy a few packets.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Present""","""Progressive (is in)""","""No""",On his way home Javier is in a car accident.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""no specific markers""","""no""",Javier never got to cook his instant ramen. ,,,,,,
"""No""","""Yes""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",Amy was in an important meeting at work.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""Yes""","""No""","""No""",[],"""Past""","""Simple aspect; 'spoke' indicates a simple past""","""No""",She sat at a conference table with her coworkers while her boss spoke.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""simple""]","""no""",There was a pitcher of water in the middle of the table.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple past (tried, ended up, knocking)""","""no""",Amy tried to get water but ended up knocking the pitcher over.,,,,,,
"""yes""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive (helped)""","""no""",The meeting was postponed as soaked coworkers helped clean the spill. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Ellie lived on a potato farm.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",One year she decided to farm lettuce too.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",The potatoes grew very well.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""None""","""No""",The lettuce did not grow at all.,,,,,,
